#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2017-07-01T02:16:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ595703800436	
#INFO	-out.form=mini	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&&-ref=VIZ595703800436&-file=-c&-oc.form=dec&-out.form=hori&-out.add=_1&-c.r=2&-c.geom=r&-order=I&-out=HIP&-out=RAhms&-out=DEdms&-out=Vmag&-out=RA(ICRS)&-out=DE(ICRS)&-out=Plx&-out=B-V&-out=SpType&-ignore=HIPep=*&HIPep=HIPep&Erratum=Erratum&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=unlimited&-out.form=Tab-Separated-Values&-c.eq=J2000&-c.u=arcsec&
#-out.add=_1
#-c.r=10
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=HIP
#-out=RAhms
#-out=DEdms
#-out=Vmag
#-out=RA(ICRS)
#-out=DE(ICRS)
#-out=Plx
#-out=B-V
#-out=SpType
#-out.max=unlimited
#-c.eq=J2000
#-c.u=arcsec
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_1	(A24)	The original question (from your input file)	[ucd=meta.id]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	RAhms	(a11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=pos.eq.ra;meta.main]
#Column	DEdms	(a11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	RA(ICRS)	(F12.8)	*? alpha, degrees (ICRS, Epoch=J1991.25) (H8)	[ucd=pos.eq.ra]
#Column	DE(ICRS)	(F12.8)	*? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a12)	Spectral type (H76)	[ucd=src.spType]
_1	HIP	RAhms	DEdms	Vmag	RA(ICRS)	DE(ICRS)	Plx	B-V	SpType
HD 148467               	 80644	16 27 57.05	+07 18 21.9	 8.83	246.98772289	  7.30608720	  56.43	 1.253	K5

HD 14872                	 11313	02 25 37.40	+50 16 43.2	 4.73	 36.40583743	 50.27866588	   9.46	 1.532	K4III


HD 148856               	 80816	16 30 13.26	+21 29 22.7	 2.78	247.55525697	 21.48964850	  22.07	 0.947	G8III

HD 149162               	 81023	16 32 51.84	+03 14 47.3	 8.82	248.21600642	  3.24648222	  23.49	 0.868	K0

HD 149661               	 81300	16 36 21.18	-02 19 25.8	 5.77	249.08826456	 -2.32383592	 102.27	 0.827	K2V

HD 149957               	 81348	16 36 48.84	+31 05 52.4	 9.49	249.20349414	 31.09789229	  39.04	 1.200	K5

HD 150680               	 81693	16 41 17.48	+31 36 06.8	 2.81	250.32282132	 31.60188695	  92.63	 0.650	F9IV

HD 150706               	 80902	16 31 17.27	+79 47 24.0	 7.01	247.82195920	 79.78998852	  36.73	 0.607	G0

HD 151288               	 82003	16 45 06.38	+33 30 29.9	 8.10	251.27657720	 33.50829750	 102.35	 1.310	K7V

HD 151541               	 81813	16 42 39.02	+68 06 04.1	 7.56	250.66257909	 68.10112992	  41.15	 0.769	K1V

HD 151877               	 82267	16 48 35.56	+37 00 51.3	 8.40	252.14815779	 37.01425370	  30.96	 0.821	K7V

HD 151995               	 82389	16 50 05.31	+18 54 02.1	 8.85	252.52213546	 18.90058890	  37.36	 1.020	K0

HD 1522                 	  1562	00 19 25.68	-08 49 25.8	 3.56	  4.85701265	 -8.82382948	  11.26	 1.214	K2III


HD 153210               	 83000	16 57 40.27	+09 22 30.2	 3.19	254.41779418	  9.37505626	  37.99	 1.160	K2IIIvar

HD 153417               	 83192	17 00 08.07	-16 38 42.2	 8.54	255.03363462	-16.64506350	   2.45	 1.160	K3III

HD 153597               	 82860	16 56 01.36	+65 08 04.8	 4.88	254.00566477	 65.13467204	  66.28	 0.481	F6Vvar

HD 154345               	 83389	17 02 36.30	+47 04 47.3	 6.76	255.65124140	 47.07980407	  55.37	 0.728	G8V

HD 154417               	 83601	17 05 16.83	+00 42 12.1	 6.00	256.32011831	  0.70337361	  49.06	 0.578	F9V

HD 154712               	 83451	17 03 19.07	+59 35 05.2	 8.61	255.82945718	 59.58477314	  39.71	 1.019	K4V...

HD 154905               	 83608	17 05 20.18	+54 28 11.5	 4.91	256.33409280	 54.46986308	  37.08	 0.471	F5

HD 154906               	 83608	17 05 20.18	+54 28 11.5	 4.91	256.33409280	 54.46986308	  37.08	 0.471	F5

HD 15524                	 11670	02 30 32.31	+25 14 06.8	 5.88	 37.63464227	 25.23521368	  19.59	 0.412	F6IV

HD 155674               	 83988	17 10 10.43	+54 29 40.7	 8.85	257.54343900	 54.49464598	  47.14	 1.152	K0



HD 15596                	 11698	02 30 54.38	+17 42 14.6	 6.21	 37.72657571	 17.70405706	  10.40	 0.908	G5III-IV

HD 156014               	 84345	17 14 38.86	+14 23 24.9	 2.78	258.66192687	 14.39025314	   8.53	 1.164	M5IIvar


HD 157214               	 84862	17 20 39.47	+32 28 13.0	 5.38	260.16447313	 32.47027246	  69.48	 0.619	G0V

HD 157856               	 85307	17 25 57.84	-01 39 06.9	 6.44	261.49100049	 -1.65190384	  16.19	 0.457	F3V



HD 158614               	 85667	17 30 23.87	-01 03 45.0	 5.31	262.59946496	 -1.06250365	  60.80	 0.715	G8IV-V

HD 159181               	 85670	17 30 25.98	+52 18 04.9	 2.79	262.60823708	 52.30135901	   9.02	 0.954	G2II

HD 159222               	 85810	17 32 01.16	+34 16 15.6	 6.52	263.00484063	 34.27099419	  42.20	 0.639	G5V

HD 159332               	 85912	17 33 22.84	+19 15 24.8	 5.65	263.34517510	 19.25689917	  27.26	 0.505	F6V

HD 160346               	 86400	17 39 17.02	+03 33 19.7	 6.53	264.82092067	  3.55547760	  93.36	 0.959	K3V

HD 160693               	 86431	17 39 37.24	+37 11 08.7	 8.39	264.90515414	 37.18574616	  18.32	 0.576	G0V

HD 161096               	 86742	17 43 28.38	+04 34 00.9	 2.76	265.86823714	  4.56691684	  39.78	 1.168	K2III

HD 161198               	 86722	17 43 15.72	+21 36 38.6	 7.51	265.81550264	 21.61071579	  42.45	 0.752	K0V

HD 161239               	 86731	17 43 21.64	+24 19 39.5	 5.73	265.84016161	 24.32764591	  26.13	 0.683	G2IIIb

HD 16141                	 12048	02 35 20.02	-03 33 34.3	 6.83	 38.83341680	 -3.55953966	  27.85	 0.670	G5IV


HD 16161                	 12093	02 35 52.49	+05 35 35.9	 4.87	 38.96870420	  5.59330163	   8.77	 0.880	G8III

HD 16176                	 12181	02 36 57.08	+38 44 02.3	 5.91	 39.23782977	 38.73398283	  18.42	 0.502	F5V

HD 161797               	 86974	17 46 27.72	+27 43 21.0	 3.42	266.61549553	 27.72249917	 119.05	 0.750	G5IV

HD 161848               	 87089	17 47 42.41	+04 56 24.6	 8.91	266.92671356	  4.94016994	  26.16	 0.822	K1V

HD 162003               	 86614	17 41 56.31	+72 08 58.2	 4.57	265.48461270	 72.14949916	  45.38	 0.434	F5IV-V

HD 162004               	 86620	17 41 58.04	+72 09 27.3	 5.81	265.49182676	 72.15757591	  44.80	 0.530	G0V


HD 162756               	 87533	17 52 58.68	-07 55 08.0	 7.64	268.24451692	 -7.91890043	  15.08	 0.631	G0IV-Vvar

HD 1632                 	  1657	00 20 45.54	+32 54 40.4	 5.79	  5.18974442	 32.91122853	   5.05	 1.595	K5III

HD 16327                	 12287	02 38 17.86	+37 43 36.6	 6.19	 39.57440986	 37.72682260	  12.08	 0.490	F6III

HD 16397                	 12306	02 38 28.19	+30 49 03.2	 7.36	 39.61747275	 30.81756750	  27.89	 0.583	G0V

HD 16399                	 12272	02 38 00.70	+07 41 43.4	 6.40	 39.50292393	  7.69537660	  12.11	 0.431	F6IV

HD 163993               	 87933	17 57 45.83	+29 14 52.5	 3.70	269.44096106	 29.24792527	  24.12	 0.935	K0III

HD 164058               	 87833	17 56 36.38	+51 29 20.2	 2.24	269.15157439	 51.48895101	  22.10	 1.521	K5III

HD 164259               	 88175	18 00 28.92	-03 41 24.6	 4.62	270.12050178	 -3.69016112	  43.11	 0.390	F3V

HD 164922               	 88348	18 02 30.61	+26 18 52.1	 7.01	270.62753648	 26.31446576	  45.61	 0.799	K0V

HD 165341               	 88601	18 05 27.21	+02 30 08.8	 4.03	271.36338682	  2.50243928	 196.62	 0.860	K0V SB


HD 165401               	 88622	18 05 37.47	+04 39 28.6	 6.80	271.40614302	  4.65795549	  41.00	 0.610	G0V

HD 165590               	 88637	18 05 49.72	+21 26 45.6	 7.07	271.45718732	 21.44599665	  26.51	 0.654	G2V

HD 166                  	   544	00 06 36.53	+29 01 19.0	 6.07	  1.65221045	 29.02193518	  72.98	 0.752	K0V

HD 166208               	 88788	18 07 28.74	+43 27 43.3	 5.00	271.86974331	 43.46203247	   8.98	 0.913	G8III...

HD 166411               	 88929	18 09 10.18	+30 28 09.1	 6.36	272.29242500	 30.46919267	   7.41	 1.194	K1III:

HD 16647                	 12447	02 40 15.66	+06 06 43.0	 6.26	 40.06526184	  6.11195277	  25.24	 0.397	F3V:

HD 166620               	 88972	18 09 37.65	+38 27 32.1	 6.38	272.40688326	 38.45891534	  90.11	 0.876	K2V

HD 16673                	 12444	02 40 12.50	-09 27 09.7	 5.79	 40.05209879	 -9.45268375	  46.42	 0.524	F6V

HD 167042               	 89047	18 10 31.53	+54 17 09.4	 5.97	272.63138418	 54.28595220	  20.00	 0.943	K1III

HD 1671                 	  1686	00 21 07.23	+37 58 07.3	 5.16	  5.28010785	 37.96869954	  20.42	 0.442	F5III

HD 167768               	 89587	18 16 53.09	-03 00 24.3	 5.99	274.22121187	 -3.00673658	   9.91	 0.890	G3III

HD 168009               	 89474	18 15 32.53	+45 12 34.5	 6.30	273.88553064	 45.20959588	  44.08	 0.641	G2V

HD 168151               	 89348	18 13 53.36	+64 23 49.9	 4.99	273.47232710	 64.39719935	  42.56	 0.440	F5V

HD 168656               	 89918	18 20 52.06	+03 22 37.7	 4.85	275.21692548	  3.37714467	  12.11	 0.911	G8III

HD 168723               	 89962	18 21 18.92	-02 53 49.6	 3.23	275.32883578	 -2.89712200	  52.81	 0.941	K0III-IV

HD 16895                	 12777	02 44 11.69	+49 13 43.2	 4.10	 41.04869991	 49.22866639	  89.03	 0.514	F7V

HD 16901                	 12768	02 44 05.16	+44 17 49.4	 5.43	 41.02149224	 44.29705480	   4.71	 0.904	G0Ib

HD 169420               	 90289	18 25 21.04	-20 32 29.8	 4.81	276.33764809	-20.54160918	   5.46	 1.310	A1/A2V

HD 169493               	 90253	18 24 57.21	-01 34 45.9	 6.15	276.23835484	 -1.57940317	   7.54	 0.381	F1V

HD 169985               	 90441	18 27 12.51	+00 11 46.1	 5.20	276.80212484	  0.19612982	   6.81	 0.487	G0III+...

HD 169986               	 90441	18 27 12.51	+00 11 46.1	 5.20	276.80212484	  0.19612982	   6.81	 0.487	G0III+...

HD 171314               	 90959	18 33 17.87	+22 18 55.4	 8.90	278.32446321	 22.31540247	  42.67	 1.181	K4V

HD 171635               	 90905	18 32 34.52	+57 02 44.2	 4.77	278.14384287	 57.04561627	   1.13	 0.611	F7Ib

HD 171779               	 91013	18 33 56.70	+52 21 12.6	 5.38	278.48624439	 52.35350951	   4.10	 1.091	K0III

HD 171802               	 91217	18 36 27.84	+09 07 22.1	 5.38	279.11598380	  9.12281663	  25.75	 0.387	F5III

HD 17230                	 12929	02 46 17.12	+11 46 32.7	 8.59	 41.57133117	 11.77575063	  62.83	 1.269	K5

HD 172310               	 91381	18 38 16.14	+28 55 35.6	 8.44	279.56723078	 28.92656765	  28.26	 0.704	G5V

HD 172393               	 91364	18 38 01.74	+42 39 54.2	 8.32	279.50724796	 42.66505771	  35.14	 0.822	G5

HD 173399               	 91782	18 42 55.43	+44 55 31.1	 7.17	280.73095962	 44.92530485	   8.09	 0.889	G5IV

HD 17361                	 13061	02 47 54.44	+29 14 50.7	 4.52	 41.97683942	 29.24742385	  18.06	 1.112	K1III

HD 173667               	 92043	18 45 39.73	+20 32 49.6	 4.19	281.41554660	 20.54712356	  52.37	 0.483	F6V

HD 173701               	 91949	18 44 35.20	+43 49 59.8	 7.54	281.14668506	 43.83327937	  36.70	 0.843	K0


HD 173740               	 91768	18 42 48.22	+59 37 33.7	 8.94	280.70090582	 59.62601593	 280.28	 1.504	K5

HD 173780               	 92088	18 46 04.47	+26 39 43.5	 4.83	281.51861708	 26.66207055	  12.96	 1.199	K3III

HD 174080               	 92283	18 48 29.15	+10 44 47.4	 7.97	282.12145481	 10.74651186	  57.79	 1.070	K0

HD 17433                	 13118	02 48 43.58	+31 06 56.2	 6.94	 42.18157204	 31.11561362	  22.73	 0.956	K0

HD 17484                	 13176	02 49 26.93	+37 19 35.1	 6.45	 42.36219739	 37.32641914	   8.60	 0.422	F6III-IV

HD 17506                	 13268	02 50 41.79	+55 53 43.9	 3.77	 42.67413655	 55.89552955	   2.45	 1.690	K3Ib comp SB


HD 175306               	 92512	18 51 12.01	+59 23 17.8	 4.63	282.80002755	 59.38828895	  10.12	 1.185	K0II-III SB

HD 175541               	 92895	18 55 40.89	+04 15 56.0	 8.02	283.92036782	  4.26554316	   7.84	 0.869	G8V

HD 175588               	 92791	18 54 30.29	+36 53 55.0	 4.22	283.62620294	 36.89860518	   3.63	 1.575	M4IIvar

HD 175634               	 92829	18 54 51.86	+33 58 51.4	 7.68	283.71607310	 33.98095111	   2.70	-0.060	A

HD 175635               	 92833	18 54 52.52	+33 58 06.9	 5.99	283.71883669	 33.96858048	   2.45	 0.922	G8III+...

HD 175742               	 92919	18 55 53.14	+23 33 26.4	 8.16	283.97142294	 23.55733799	  46.64	 0.910	K0V

HD 175743               	 92937	18 56 06.15	+18 06 20.9	 5.69	284.02562647	 18.10579902	  11.84	 1.092	K1III

HD 175751               	 93026	18 57 03.63	-05 50 46.4	 4.83	284.26514217	 -5.84621426	  15.77	 1.057	K1III

HD 175775               	 93085	18 57 43.78	-21 06 23.8	 3.52	284.43241556	-21.10662433	   8.76	 1.151	G8/K0II/III

HD 175865               	 92862	18 55 20.09	+43 56 45.2	 4.08	283.83368820	 43.94589260	   9.33	 1.397	M5IIIvar


HD 176051               	 93017	18 57 01.47	+32 54 05.8	 5.20	284.25612303	 32.90162351	  66.76	 0.594	G0V

HD 176095               	 93138	18 58 23.71	+06 14 24.7	 6.22	284.59879391	  6.24018925	  17.64	 0.478	F5IV

HD 176303               	 93203	18 59 05.73	+13 37 21.2	 5.27	284.77387015	 13.62254853	  20.99	 0.573	F8V


HD 176377               	 93185	18 58 50.97	+30 10 48.6	 6.80	284.71235563	 30.18017204	  42.68	 0.606	G0

HD 176411               	 93244	18 59 37.39	+15 04 06.5	 4.02	284.90578844	 15.06847757	  21.22	 1.082	K2III

HD 17647                	 13336	02 51 39.15	+45 58 48.2	 8.66	 42.91312598	 45.98006404	  15.95	 0.703	G5V

HD 176524               	 92782	18 54 23.77	+71 17 49.5	 4.82	283.59902616	 71.29708956	   9.47	 1.151	K0III

HD 17660                	 13258	02 50 36.69	+15 42 39.2	 8.87	 42.65286081	 15.71087586	  44.61	 1.194	K5

HD 176670               	 93279	19 00 00.82	+32 08 43.8	 4.94	285.00342257	 32.14549051	   2.12	 1.465	K3III

HD 176678               	 93429	19 01 40.84	-05 44 20.5	 4.02	285.42017236	 -5.73901832	  21.95	 1.079	K1IIIvar

HD 176982               	 93518	19 02 44.41	-00 42 39.3	 8.36	285.68505833	 -0.71091795	  10.52	 0.738	G5

HD 176983               	 93519	19 02 46.15	-00 42 41.9	 8.80	285.69227866	 -0.71163414	  14.57	 0.723	G5

HD 177241               	 93683	19 04 40.93	-21 44 28.9	 3.76	286.17055765	-21.74135451	  23.49	 1.012	K0III

HD 177463               	 93717	19 04 57.66	-04 01 52.9	 5.40	286.24024804	 -4.03135505	  10.04	 1.120	K1III

HD 177830               	 93746	19 05 20.80	+25 55 14.8	 7.18	286.33666621	 25.92078674	  16.94	 1.093	K0

HD 178524               	 94141	19 09 45.83	-21 01 24.7	 2.88	287.44097404	-21.02352534	   7.41	 0.377	F2II/III

HD 17878                	 13531	02 54 15.46	+52 45 45.0	 3.93	 43.56442700	 52.76248991	  13.15	 0.758	G4III...

HD 17925                	 13402	02 52 31.89	-12 46 09.3	 6.05	 43.13287752	-12.76925369	  96.33	 0.862	K1V

HD 179626               	 94449	19 13 20.90	-00 35 38.4	 9.18	288.33709826	 -0.59400348	   7.52	 0.538	F7V-VI

HD 179950               	 94643	19 15 32.40	-25 15 23.8	 4.86	288.88498822	-25.25660677	   9.89	 0.569	K0/K1III+..

HD 179957               	 94336	19 12 05.22	+49 51 15.3	 5.85	288.02173147	 49.85423807	  40.16	 0.666	G4V+...

HD 179958               	 94336	19 12 05.22	+49 51 15.3	 5.85	288.02173147	 49.85423807	  40.16	 0.666	G4V+...

HD 180243               	 94613	19 15 13.90	+15 04 56.6	 7.67	288.80790012	 15.08239402	   5.28	 0.086	A0

HD 180262               	 94624	19 15 20.09	+15 05 01.2	 5.58	288.83370710	 15.08367864	   5.32	 1.067	G8II-III

HD 180540               	 94820	19 17 38.09	-18 57 10.4	 4.88	289.40868994	-18.95288215	   6.09	 1.013	K0III

HD 180583               	 94685	19 15 59.49	+27 55 34.7	 6.18	288.99786092	 27.92630021	   1.94	 0.634	F6Ib-II


HD 180711               	 94376	19 12 33.15	+67 39 40.7	 3.07	288.13814581	 67.66131695	  32.54	 0.990	G9III

HD 180809               	 94713	19 16 22.10	+38 08 01.4	 4.35	289.09206426	 38.13372778	   4.24	 1.258	K0II

HD 180972               	 94885	19 18 32.49	+01 05 06.3	 5.10	289.63537019	  1.08508548	   8.56	 1.143	K2II-IIIvar

HD 181053               	 94913	19 18 50.93	+00 20 20.4	 6.40	289.71222480	  0.33900138	   6.68	 1.050	K0II-III:..

HD 181122               	 94916	19 18 52.75	+09 37 05.4	 6.31	289.71979820	  9.61816161	   6.31	 1.065	G9III

HD 181391               	 95066	19 20 32.84	-05 24 57.1	 4.98	290.13682588	 -5.41587489	  21.17	 0.937	G8III-IV...

HD 18143                	 13642	02 55 38.89	+26 52 25.3	 7.52	 43.91202372	 26.87368205	  43.71	 0.953	K2

HD 181601               	 95029	19 20 07.49	+26 39 43.8	 7.35	290.03121624	 26.66217768	   3.22	 1.533	K

HD 181602               	 95028	19 20 07.47	+26 38 42.1	 7.36	290.03111605	 26.64504014	  12.98	 0.446	F5

HD 181655               	 94981	19 19 39.04	+37 19 51.5	 6.29	289.91268060	 37.33098454	  39.64	 0.676	G8V

HD 182101               	 95253	19 22 48.35	+09 54 46.4	 6.34	290.70144198	  9.91288991	  27.99	 0.458	F6V

HD 182293               	 95291	19 23 12.22	+20 16 39.7	 7.11	290.80091793	 20.27770330	   9.11	 1.144	K3IVp

HD 182488               	 95319	19 23 33.96	+33 13 17.7	 6.37	290.89148075	 33.22157011	  64.54	 0.804	G8V

HD 18256                	 13702	02 56 25.98	+18 01 25.1	 5.58	 44.10825985	 18.02365076	  28.24	 0.471	F6V

HD 182572               	 95447	19 24 57.77	+11 56 34.3	 5.17	291.24070960	 11.94285122	  66.01	 0.761	G8IVvar

HD 182640               	 95501	19 25 29.75	+03 06 52.5	 3.36	291.37396941	  3.11457923	  65.05	 0.319	F0IV

HD 182694               	 95352	19 23 56.49	+43 23 17.7	 5.85	290.98536934	 43.38823710	   8.06	 0.924	G6.5IIIa

HD 182955               	 95582	19 26 28.69	+19 53 29.8	 5.84	291.61952782	 19.89161003	   7.17	 1.558	M0III

HD 18322                	 13701	02 56 25.60	-08 53 51.4	 3.89	 44.10668245	 -8.89760976	  24.49	 1.088	K1III-IV

HD 183255               	 95575	19 26 25.57	+49 27 48.9	 8.01	291.60655771	 49.46357557	  39.73	 0.929	K3V

HD 183439               	 95771	19 28 42.41	+24 39 54.6	 4.44	292.17671261	 24.66516482	  11.00	 1.502	M0 comp

HD 183491               	 95785	19 28 57.08	+24 46 07.3	 5.82	292.23782315	 24.76868131	   6.74	 1.023	K0III

HD 1835                 	  1803	00 22 51.55	-12 12 34.5	 6.39	  5.71480399	-12.20958506	  49.05	 0.659	G3V

HD 183650               	 95821	19 29 21.46	+31 36 34.8	 6.95	292.33942055	 31.60965599	  27.47	 0.718	G5

HD 184010               	 96016	19 31 21.61	+26 37 01.6	 5.89	292.84005924	 26.61710997	  16.87	 0.915	K0III-IV

HD 18404                	 13834	02 58 05.08	+20 40 07.7	 5.80	 44.52114653	 20.66881016	  31.41	 0.415	F5IV

HD 184406               	 96229	19 34 05.23	+07 22 45.5	 4.45	293.52178228	  7.37931918	  29.50	 1.176	K3III

HD 184489               	 96285	19 34 39.53	+04 34 54.3	 9.35	293.66472043	  4.58175785	  69.09	 1.390	K5

HD 184499               	 96185	19 33 27.40	+33 12 04.8	 6.62	293.36418518	 33.20131999	  31.29	 0.595	G0V

HD 184759               	 96302	19 34 50.92	+29 27 46.5	 5.39	293.71216081	 29.46291111	   6.06	 0.581	A0V+...


HD 185194               	 96516	19 37 17.38	+16 27 46.0	 5.67	294.32243004	 16.46276921	   6.89	 1.007	G8IIIvar


HD 185351               	 96459	19 36 38.05	+44 41 42.7	 5.17	294.15856119	 44.69518822	  24.64	 0.928	K0III

HD 185644               	 96808	19 40 43.34	-16 17 35.3	 5.30	295.18058838	-16.29314555	  13.31	 1.109	K1III


HD 185958               	 96837	19 41 02.93	+17 28 34.0	 4.39	295.26222378	 17.47612356	   6.99	 1.041	G8II

HD 186408               	 96895	19 41 49.09	+50 31 31.6	 5.99	295.45453769	 50.52544635	  46.25	 0.643	G2V

HD 186427               	 96901	19 41 52.10	+50 31 04.5	 6.25	295.46706651	 50.51792062	  46.70	 0.661	G5V

HD 186486               	 97077	19 43 42.92	+25 46 18.7	 5.50	295.92882357	 25.77187257	   9.15	 0.939	G8III

HD 186760               	 97033	19 43 14.28	+58 01 00.3	 6.29	295.80949004	 58.01675205	  22.23	 0.590	G0V

HD 186791               	 97278	19 46 15.57	+10 36 47.8	 2.72	296.56487567	 10.61326869	   7.08	 1.507	K3II

HD 186922               	 96656	19 39 05.98	+76 25 18.0	 8.04	294.77491770	 76.42167965	  33.28	 0.881	K0

HD 187013               	 97295	19 46 25.58	+33 43 43.3	 5.00	296.60659960	 33.72868813	  47.94	 0.476	F5

HD 187195               	 97499	19 49 02.19	-10 52 14.6	 6.00	297.25910696	-10.87071152	  11.42	 1.233	K5III

HD 187203               	 97454	19 48 30.51	+10 41 38.8	 6.44	297.12714544	 10.69411398	   1.85	 0.932	F8Ib-II

HD 187642               	 97649	19 50 46.68	+08 52 02.6	 0.76	297.69450860	  8.86738491	 194.44	 0.221	A7IV-V

HD 187691               	 97675	19 51 01.50	+10 24 57.8	 5.12	297.75625098	 10.41605390	  51.57	 0.563	F8V

HD 188056               	 97635	19 50 37.73	+52 59 17.4	 5.03	297.65722388	 52.98816657	  16.96	 1.286	K3IIIvar

HD 188310               	 97938	19 54 14.82	+08 27 41.9	 4.71	298.56175736	  8.46165027	  15.96	 1.023	K0III

HD 188326               	 97846	19 53 01.57	+38 46 21.2	 7.57	298.25655645	 38.77254410	  17.72	 0.773	G8IVvar

HD 188376               	 98066	19 55 50.23	-26 17 58.9	 4.70	298.95927101	-26.29968718	  42.03	 0.748	G3/G5III

HD 188427               	 98007	19 55 01.70	+04 03 45.9	 9.42	298.75709911	  4.06273950	  27.39	 0.978	K2

HD 188512               	 98036	19 55 18.77	+06 24 28.6	 3.71	298.82819233	  6.40793334	  72.95	 0.855	G8IVvar

HD 18884                	 14135	03 02 16.78	+04 05 23.7	 2.54	 45.56991279	  4.08992539	  14.82	 1.630	M2III

HD 188947               	 98110	19 56 18.40	+35 05 00.6	 3.89	299.07665069	 35.08349079	  23.40	 1.019	K0IIIvar

HD 189087               	 98192	19 57 13.35	+29 49 24.4	 7.91	299.30561123	 29.82344076	  39.24	 0.797	K1V

HD 18925                	 14328	03 04 47.79	+53 30 23.2	 2.91	 46.19912598	 53.50645031	  12.72	 0.716	G8III+...

HD 189276               	 98073	19 55 55.39	+58 50 45.7	 4.98	298.98078459	 58.84601982	   3.55	 1.584	K5II-III

HD 189319               	 98337	19 58 45.39	+19 29 31.5	 3.51	299.68911516	 19.49209287	  11.90	 1.571	K5III

HD 189340               	 98416	19 59 47.49	-09 57 26.2	 5.87	299.94787255	 -9.95728408	  40.75	 0.598	F8V

HD 18970                	 14382	03 05 32.43	+56 42 20.0	 4.77	 46.38510717	 56.70554810	  15.95	 1.018	K0II-III

HD 190007               	 98698	20 02 47.10	+03 19 33.2	 7.46	300.69624414	  3.32589486	  76.26	 1.128	K4V

HD 190067               	 98677	20 02 34.25	+15 35 36.6	 7.15	300.64271983	 15.59348989	  51.71	 0.714	G7V

HD 190360               	 98767	20 03 36.95	+29 53 53.1	 5.73	300.90394052	 29.89807932	  62.92	 0.749	G6IV+...


HD 190406               	 98819	20 04 06.47	+17 04 16.2	 5.80	301.02693796	 17.07116105	  56.60	 0.600	G1V

HD 19058                	 14354	03 05 10.50	+38 50 25.9	 3.32	 46.29373754	 38.84053298	  10.03	 1.528	M3IIIvar

HD 190771               	 98921	20 05 09.59	+38 28 41.5	 6.18	301.28994567	 38.47818576	  52.99	 0.654	G5IV

HD 191046               	 99041	20 06 29.02	+36 13 36.8	 7.01	301.62093361	 36.22688626	   2.40	 1.150	G9III

HD 191047               	 99049	20 06 35.40	+35 07 55.4	 7.88	301.64748511	 35.13206233	   2.17	 1.000	G5II

HD 191570               	 99352	20 09 56.61	+20 54 53.2	 6.51	302.48587588	 20.91478880	  22.22	 0.394	F5IV

HD 191709               	 99476	20 11 18.84	-00 07 35.0	 7.10	302.82851414	 -0.12639686	   6.75	 0.449	F0

HD 1918                 	  1879	00 23 43.21	+45 05 20.8	 7.61	  5.93004111	 45.08909823	   3.08	 0.975	G9III

HD 191854               	 99376	20 10 13.31	+43 56 43.4	 7.41	302.55547863	 43.94538133	  19.45	 0.669	G5

HD 192343               	 99727	20 14 09.25	+06 34 38.5	 8.01	303.53856223	  6.57735961	  15.19	 0.680	G4V

HD 192344               	 99729	20 14 09.85	+06 35 20.8	 7.71	303.54103840	  6.58912020	  15.89	 0.704	G4IV

HD 192577               	 99675	20 13 37.90	+46 44 28.8	 3.80	303.40792782	 46.74132417	   2.41	 1.270	K2II+...

HD 192578               	 99675	20 13 37.90	+46 44 28.8	 3.80	303.40792782	 46.74132417	   2.41	 1.270	K2II+...

