#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2017-07-01T03:26:24 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ595715f620d8	
#INFO	-out.form=mini	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&&-ref=VIZ595715f620d8&-oc.form=sexa&-c.r=  2&-c.geom=r&-order=I&-out=HIP&-out=RAhms&-out=DEdms&-out=Vmag&-out=RA(ICRS)&-out=DE(ICRS)&-out=Plx&-out=pmRA&-out=pmDE&-out=e_Plx&-out=B-V&-out=Notes&-ignore=HIPep=*&HIPep=HIPep&Erratum=Erratum&-file=-c&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&-c.eq=J2000&-c.u=arcmin&
#-out.add=_1
#-c.r=10
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=HIP
#-out=RAhms
#-out=DEdms
#-out=Vmag
#-out=RA(ICRS)
#-out=DE(ICRS)
#-out=Plx
#-out=B-V
#-out=SpType
#-out.max=unlimited
#-c.eq=J2000
#-c.u=arcsec
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_1	(A24)	The original question (from your input file)	[ucd=meta.id]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	RAhms	(a11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=pos.eq.ra;meta.main]
#Column	DEdms	(a11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	RA(ICRS)	(F12.8)	*? alpha, degrees (ICRS, Epoch=J1991.25) (H8)	[ucd=pos.eq.ra]
#Column	DE(ICRS)	(F12.8)	*? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a12)	Spectral type (H76)	[ucd=src.spType]
_1	HIP	RAhms	DEdms	Vmag	RA(ICRS)	DE(ICRS)	Plx	B-V	SpType
HIP 50139               	 50139	10 14 08.20	+03 09 08.2	 7.75	153.53416616	  3.15227289	  27.67	 0.609	G1V

HIP 50316               	 50316	10 16 28.12	+28 40 57.7	 6.46	154.11718400	 28.68270332	  31.25	 0.635	G0V

HIP 50478               	 50478	10 18 25.08	-26 30 00.9	 7.94	154.60451287	-26.50024123	   8.29	 0.940	K0V

HIP 50505               	 50505	10 18 51.90	+44 02 56.6	 6.66	154.71624039	 44.04905044	  48.45	 0.653	G5

HIP 50921               	 50921	10 23 55.30	-29 38 44.8	 6.92	155.98041827	-29.64577142	  45.26	 0.659	G5V

HIP 50939               	 50939	10 24 13.15	+02 22 05.1	 6.33	156.05479557	  2.36807198	   9.95	 0.991	G9V

HIP 51007               	 51007	10 25 11.25	-10 13 44.4	10.15	156.29686702	-10.22898726	  80.07	 1.459	M0

HIP 51257               	 51257	10 28 12.37	-06 35 59.6	 7.89	157.05153259	 -6.59989496	  31.12	 0.810	K0V

HIP 51258               	 51258	10 28 13.96	-16 17 21.7	 7.88	157.05817132	-16.28936749	  19.71	 0.724	G5/G6IV

HIP 51317               	 51317	10 28 55.90	+00 50 34.0	 9.65	157.23292924	  0.84277841	 138.29	 1.507	M2

HIP 51386               	 51386	10 29 42.32	+01 29 29.1	 6.88	157.42632499	  1.49142260	  31.68	 0.562	F5

HIP 51468               	 51468	10 30 47.50	+59 45 06.5	 8.74	157.69791144	 59.75179697	  44.83	 1.150	K5

HIP 51525               	 51525	10 31 24.69	+45 31 39.0	 8.85	157.85287346	 45.52749552	  63.81	 1.330	K7V

HIP 51579               	 51579	10 32 05.49	+17 59 23.2	 7.82	158.02289314	 17.98978769	  19.32	 0.651	G0

HIP 51784               	 51784	10 34 50.22	-03 53 57.5	 6.67	158.70924157	 -3.89929772	  28.36	 0.506	F8

HIP 51884               	 51884	10 36 02.13	-11 54 45.6	 8.02	159.00886208	-11.91268042	  29.56	 0.855	K0

HIP 5189                	  5189	01 06 25.68	-00 44 57.7	 8.20	 16.60700174	 -0.74936120	  13.56	 0.606	F8

HIP 52409               	 52409	10 42 48.54	-02 10 59.6	 7.31	160.70223359	 -2.18321454	  30.94	 0.694	G5

HIP 52462               	 52462	10 43 28.42	-29 03 51.0	 7.72	160.86839787	-29.06416571	  46.36	 0.873	K1V

HIP 52498               	 52498	10 44 00.85	+46 12 24.5	 7.28	161.00352238	 46.20680558	  27.98	 0.565	F9V

HIP 52888               	 52888	10 49 00.40	-31 03 32.1	 7.48	162.25165610	-31.05891883	  18.01	 0.596	G2V

HIP 52940               	 52940	10 49 36.02	+12 55 43.5	10.04	162.40008710	 12.92875531	   8.23	 0.551	F8

HIP 52942               	 52942	10 49 37.17	+12 55 45.6	 9.29	162.40486798	 12.92932109	   8.23	 0.506	F8

HIP 5315                	  5315	01 07 59.58	+01 59 38.7	 6.44	 16.99825172	  1.99409389	  21.53	 0.847	K0IV

HIP 53217               	 53217	10 53 04.64	-20 37 39.0	 7.02	163.26934305	-20.62749745	  24.23	 0.645	G3/G5V

HIP 53721               	 53721	10 59 28.22	+40 25 48.4	 5.03	164.86756582	 40.43012281	  71.04	 0.624	G0V

HIP 53747               	 53747	10 59 48.36	+25 17 23.5	 8.49	164.95151461	 25.28985067	  27.63	 0.760	G8V

HIP 53767               	 53767	11 00 04.53	+22 50 01.1	10.03	165.01886286	 22.83364286	 150.96	 1.525	M3

HIP 53985               	 53985	11 02 38.25	+21 58 02.2	 9.57	165.65938435	 21.96726447	  85.76	 1.437	K



HIP 54400               	 54400	11 07 54.77	-30 10 27.3	 6.51	166.97819949	-30.17424695	  38.15	 0.606	G1/G2V

HIP 54532               	 54532	11 09 31.86	-24 35 51.2	10.44	167.38273459	-24.59755801	  93.56	 1.529	M:

HIP 54582               	 54582	11 10 13.49	-07 23 20.3	 6.81	167.55618831	 -7.38898414	  30.58	 0.613	G0

HIP 54646               	 54646	11 11 04.77	+30 26 47.4	 8.31	167.76988214	 30.44649640	  83.85	 1.255	K8V

HIP 54704               	 54704	11 12 01.01	-26 08 11.4	 7.05	168.00422650	-26.13651081	  46.22	 0.760	G8/K0V

HIP 5476                	  5476	01 10 07.25	+51 44 33.9	 8.53	 17.53022195	 51.74273628	  11.70	 0.536	F8

HIP 5480                	  5480	01 10 07.56	+51 44 48.2	 8.09	 17.53149101	 51.74671290	  13.21	 0.470	F8

HIP 54906               	 54906	11 14 33.23	+25 42 37.0	 7.76	168.63846191	 25.71026742	  46.95	 0.845	K1V

HIP 54952               	 54952	11 15 12.73	+73 28 29.8	 7.68	168.80304208	 73.47493336	  68.13	 1.043	K5

HIP 5521                	  5521	01 10 42.03	+42 55 56.3	 7.66	 17.67511529	 42.93231721	  37.34	 0.730	K0

HIP 55210               	 55210	11 18 21.55	-05 04 01.0	 7.29	169.58977483	 -5.06693610	  45.48	 0.732	G8V


HIP 55363               	 55363	11 20 11.55	-19 34 39.8	 7.54	170.04813448	-19.57773599	  29.47	 0.594	G2/G3V

HIP 55459               	 55459	11 21 29.02	+58 29 03.4	 7.65	170.37093239	 58.48429125	  25.82	 0.642	G5V

HIP 55508               	 55508	11 22 07.04	+37 05 15.5	 9.25	170.52935334	 37.08762908	   4.94	 0.538	G0

HIP 55509               	 55509	11 22 07.30	+37 04 52.5	 9.47	170.53039983	 37.08126176	   1.45	 0.536	G0

HIP 55664               	 55664	11 24 17.46	-01 31 43.3	 9.10	171.07276204	 -1.52868584	  16.54	 0.874	K0

HIP 55846               	 55846	11 26 45.75	+03 00 45.6	 6.49	171.69060734	  3.01265989	  56.59	 0.778	K0IV

HIP 55848               	 55848	11 26 46.70	+03 00 21.1	 7.58	171.69459817	  3.00586353	  55.59	 1.002	K2V

HIP 56242               	 56242	11 31 45.14	+14 21 53.9	 6.27	172.93809402	 14.36496370	  43.42	 0.570	G0V

HIP 56452               	 56452	11 34 29.95	-32 50 00.0	 5.96	173.62480364	-32.83334205	 104.84	 0.811	K0V

HIP 56528               	 56528	11 35 27.00	-32 32 16.4	 9.81	173.86248684	-32.53790001	 110.65	 1.489	M2V

HIP 56829               	 56829	11 38 59.82	+42 19 39.9	 8.22	174.74924888	 42.32774572	  50.61	 0.980	K5V

HIP 56830               	 56830	11 39 00.42	-24 43 13.8	 6.40	174.75175926	-24.72050905	  15.45	 0.821	G6/G8V

HIP 56960               	 56960	11 40 36.60	-08 24 20.3	 7.41	175.15249660	 -8.40562594	  25.67	 0.549	G0

HIP 57001               	 57001	11 41 08.60	-29 11 48.6	 6.44	175.28584703	-29.19682236	  24.08	 0.651	G2III/IV


HIP 57217               	 57217	11 43 56.79	-29 44 52.1	 6.97	175.98663331	-29.74779498	  30.88	 0.552	G0V

HIP 57271               	 57271	11 44 39.36	-29 53 06.0	 7.97	176.16400111	-29.88499842	  33.03	 0.805	K0V

HIP 57349               	 57349	11 45 31.02	+47 40 03.3	 8.06	176.37925145	 47.66758659	  19.17	 0.622	G2V

HIP 57450               	 57450	11 46 35.96	+50 52 59.4	 9.91	176.64982912	 50.88317828	  13.61	 0.582	sdG0

HIP 57574               	 57574	11 48 03.98	-35 13 30.5	 7.10	177.01658968	-35.22514130	  14.41	 0.756	G5/G6V

HIP 57759               	 57759	11 50 42.12	-33 08 28.5	 7.36	177.67548352	-33.14124515	  11.40	 0.701	G3V

HIP 57802               	 57802	11 51 07.53	+35 16 17.0	 9.76	177.78138205	 35.27139762	 116.92	 1.477	M1V


HIP 58067               	 58067	11 54 32.35	+19 24 40.6	 8.20	178.63477708	 19.41126815	  27.01	 0.710	G0

HIP 58318               	 58318	11 57 31.17	+53 33 15.2	 9.24	179.37987048	 53.55421847	  11.21	 0.668	F8


HIP 58451               	 58451	11 59 09.92	-20 21 09.9	 7.92	179.79133711	-20.35275134	  48.04	 0.974	K2V

HIP 58698               	 58698	12 02 20.83	+43 08 26.1	 8.34	180.58680271	 43.14059334	   1.35	 1.173	K0V

HIP 58708               	 58708	12 02 29.19	+43 05 07.2	 6.64	180.62163890	 43.08532391	  18.05	 0.860	G8Vw...

HIP 5881                	  5881	01 15 31.26	+37 44 36.6	 8.87	 18.88025814	 37.74350026	  16.90	 0.671	G5

HIP 58843               	 58843	12 04 05.53	+03 20 31.7	 9.21	181.02302917	  3.34215150	  15.97	 0.585	G0V

HIP 58876               	 58876	12 04 33.81	+66 20 11.3	 7.92	181.14089100	 66.33646113	  20.86	 0.596	F8

HIP 59021               	 59021	12 06 05.25	-32 57 38.7	 6.49	181.52187140	-32.96075904	  19.48	 0.623	G0V

HIP 59272               	 59272	12 09 28.35	-11 51 24.0	 6.81	182.36810459	-11.85666577	  36.51	 0.666	G0...

HIP 59278               	 59278	12 09 36.68	+11 12 41.7	 8.63	182.40284641	 11.21158255	  14.98	 0.710	G0

HIP 59280               	 59280	12 09 37.50	+40 15 07.8	 7.46	182.40623465	 40.25218003	  41.07	 0.794	K0V

HIP 5938                	  5938	01 16 24.12	-12 05 49.2	 7.55	 19.10048066	-12.09698844	  37.71	 0.753	K0V

HIP 59532               	 59532	12 12 29.20	-03 05 07.8	 7.43	183.12165417	 -3.08549214	  29.50	 0.701	G4V

HIP 59572               	 59572	12 12 57.41	+10 02 18.9	 7.92	183.23919543	 10.03858627	  32.30	 0.792	G8V

HIP 5985                	  5985	01 16 58.86	-02 16 43.7	 6.52	 19.24522939	 -2.27881800	  33.68	 0.563	F8

HIP 60074               	 60074	12 19 06.61	+16 32 55.2	 7.04	184.77753470	 16.54865721	  35.07	 0.604	G2V

HIP 60081               	 60081	12 19 13.52	-03 19 10.8	 8.01	184.80634504	 -3.31967354	  19.51	 0.707	G5

HIP 60353               	 60353	12 22 32.14	+05 18 20.1	 6.46	185.63390170	  5.30557355	  33.53	 0.567	F8V

HIP 61028               	 61028	12 30 26.80	+22 52 48.2	 8.76	187.61167130	 22.88004600	  14.59	 0.738	G5

HIP 61317               	 61317	12 33 45.09	+41 21 24.4	 4.24	188.43788561	 41.35676779	 119.46	 0.588	G0V

HIP 616                 	   616	00 07 32.34	-23 49 08.2	 8.70	  1.88473813	-23.81894320	  30.76	 0.798	K0V

HIP 61901               	 61901	12 41 06.41	+15 22 39.3	 7.91	190.27670276	 15.37756957	  69.94	 1.109	K2

HIP 6197                	  6197	01 19 29.08	-24 57 03.3	 8.41	 19.87115849	-24.95091069	  18.88	 0.701	G5V

HIP 62039               	 62039	12 42 59.45	-04 02 56.0	 7.83	190.74772308	 -4.04889355	  21.51	 0.675	G0

HIP 62345               	 62345	12 46 31.01	-11 48 45.3	 6.87	191.62921655	-11.81257452	  32.79	 0.695	G5

HIP 62505               	 62505	12 48 32.26	-15 43 10.5	 7.93	192.13441477	-15.71958151	  47.19	 0.946	K2V

HIP 62523               	 62523	12 48 47.26	+24 50 25.7	 6.29	192.19693108	 24.84048369	  58.23	 0.703	G7V

HIP 62596               	 62596	12 49 34.87	+03 49 05.6	 8.04	192.39527984	  3.81822048	  13.51	 0.568	G0+...

HIP 62607               	 62607	12 49 44.87	+01 11 22.6	 8.13	192.43697841	  1.18960395	  30.12	 0.686	G8V

HIP 62687               	 62687	12 50 43.58	-00 46 01.8	 8.49	192.68160072	 -0.76716459	  92.75	 1.409	M0.5V

HIP 6276                	  6276	01 20 32.20	-11 28 02.5	 8.43	 20.13417401	-11.46736892	  28.52	 0.791	G0

HIP 63048               	 63048	12 55 08.27	+27 45 59.5	 7.80	193.78446588	 27.76653616	  23.84	 0.665	G2V

HIP 63618               	 63618	13 02 20.79	-26 47 11.8	 8.35	195.58664003	-26.78661820	  56.87	 1.216	K4V

HIP 6379                	  6379	01 21 59.20	+76 42 37.3	 7.17	 20.49667464	 76.71036810	  59.46	 0.826	K0

HIP 64150               	 64150	13 08 50.97	+05 12 31.9	 6.78	197.21239048	  5.20886950	  38.07	 0.667	G5IV

HIP 64457               	 64457	13 12 43.87	-02 15 54.2	 7.56	198.18277753	 -2.26506302	  48.95	 0.930	K0

HIP 64459               	 64459	13 12 44.40	-31 52 21.4	 6.68	198.18498477	-31.87259921	  28.57	 0.591	G0V

HIP 6456                	  6456	01 23 02.36	-12 57 57.6	 7.85	 20.75984242	-12.96600556	  33.09	 0.900	K0IV

HIP 64577               	 64577	13 14 10.97	-19 55 52.8	 5.31	198.54570701	-19.93133468	  25.89	 0.862	G8III/IV

HIP 64797               	 64797	13 16 50.67	+17 01 04.1	 6.49	199.21111349	 17.01781641	  89.07	 0.926	K2V

HIP 64905               	 64905	13 18 13.67	-14 34 54.1	 9.57	199.55696568	-14.58169614	  14.98	 0.864	G8IV

HIP 6498                	  6498	01 23 28.45	+46 53 26.7	 8.28	 20.86855224	 46.89074454	  12.69	 0.691	G5

HIP 65352               	 65352	13 23 39.15	+02 43 22.2	 7.06	200.91311092	  2.72284228	  62.41	 0.780	G5

HIP 65355               	 65355	13 23 40.84	+02 43 29.2	 7.35	200.92017388	  2.72478537	  59.56	 0.869	G5

HIP 6575                	  6575	01 24 27.84	+39 03 43.7	 8.39	 21.11600570	 39.06213484	  31.77	 0.784	G5

HIP 65808               	 65808	13 29 21.26	-35 34 15.0	 7.26	202.33858618	-35.57082252	  30.29	 0.724	G8IV/V


HIP 65982               	 65982	13 31 40.44	-02 19 05.0	 7.32	202.91848492	 -2.31804600	  32.35	 0.781	G9V

HIP 66147               	 66147	13 33 32.70	+08 35 11.5	 7.98	203.38624617	  8.58653437	  54.15	 1.026	K0

HIP 6643                	  6643	01 25 12.35	+28 34 01.5	 7.12	 21.30145418	 28.56707875	  22.65	 0.577	F8

HIP 66459               	 66459	13 37 28.54	+35 43 04.5	 9.06	204.36891163	 35.71790527	  91.72	 1.391	M9

HIP 6653                	  6653	01 25 20.07	+01 27 39.6	 7.38	 21.33361136	  1.46100409	  25.35	 0.675	G5

HIP 66621               	 66621	13 39 21.22	+31 46 26.9	 8.89	204.83840689	 31.77414741	  13.56	 0.661	G0

HIP 6712                	  6712	01 26 19.26	-04 40 25.9	 8.14	 21.58026763	 -4.67385717	  13.31	 0.707	G5


HIP 67246               	 67246	13 46 57.42	+06 21 02.3	 6.33	206.73925975	  6.35064241	  32.66	 0.630	G0V

HIP 67422               	 67422	13 49 04.28	+26 58 48.5	 7.05	207.26781460	 26.98012928	  73.25	 1.110	K2


HIP 67620               	 67620	13 51 20.70	-24 23 23.2	 6.43	207.83625055	-24.38977243	  50.20	 0.703	G5V

HIP 67904               	 67904	13 54 28.07	+20 38 31.1	 7.89	208.61696153	 20.64196507	  30.20	 0.687	G0

HIP 68184               	 68184	13 57 32.10	+61 29 32.4	 6.49	209.38373744	 61.49233530	  98.97	 1.040	K3V

HIP 682                 	   682	00 08 25.69	+06 37 00.5	 7.59	  2.10705914	  6.61680730	  25.15	 0.626	G2V

HIP 68337               	 68337	13 59 19.50	+22 52 11.0	 9.05	209.83127021	 22.86971986	  41.97	 1.160	K

HIP 68469               	 68469	14 01 03.67	-02 39 22.8	 9.71	210.26529157	 -2.65632082	  98.26	 1.461	K5

HIP 68593               	 68593	14 02 31.70	+31 39 39.0	 7.16	210.63209478	 31.66083402	  26.87	 0.563	F8

HIP 6878                	  6878	01 28 34.32	+42 16 04.5	 6.66	 22.14299164	 42.26792878	  29.26	 0.505	F8

HIP 69160               	 69160	14 09 26.59	+10 14 38.1	 7.95	212.36077259	 10.24392553	  16.37	 0.656	G5V

HIP 69357               	 69357	14 11 46.32	-12 36 40.8	 7.93	212.94302002	-12.61132994	  43.35	 0.865	K1V

HIP 6978                	  6978	01 29 51.21	+31 00 26.4	 7.93	 22.46337870	 31.00733300	  23.40	 0.710	G5

HIP 69881               	 69881	14 18 00.57	-07 32 30.5	 6.47	214.50237262	 -7.54181672	  30.47	 0.723	F9V

HIP 70016               	 70016	14 19 35.23	-05 09 03.2	 7.58	214.89680883	 -5.15089823	  48.12	 0.867	K1V

HIP 70218               	 70218	14 21 57.64	+29 37 49.3	 8.56	215.49016751	 29.63036497	  69.43	 1.275	K5V

HIP 70319               	 70319	14 23 15.15	+01 14 33.8	 6.25	215.81314273	  1.24272950	  56.82	 0.639	G1V

HIP 70330               	 70330	14 23 23.54	-27 49 19.3	 7.76	215.84810256	-27.82203460	  17.28	 0.658	G3/G5V

HIP 70623               	 70623	14 26 48.37	-05 10 38.7	 8.81	216.70154033	 -5.17742025	  14.63	 0.810	K0

HIP 7080                	  7080	01 31 13.93	-10 53 47.8	 8.03	 22.80805715	-10.89662492	  17.32	 0.760	G5

HIP 71253               	 71253	14 34 17.02	-12 31 15.6	11.32	218.57093205	-12.52100145	 163.51	 1.633	M4

HIP 71395               	 71395	14 36 00.44	+09 44 49.7	 7.48	219.00182978	  9.74712521	  60.35	 0.973	K0

HIP 71462               	 71462	14 36 53.90	-04 16 44.5	 7.79	219.22457920	 -4.27901580	  19.12	 0.755	G0

HIP 71631               	 71631	14 39 00.40	+64 17 30.1	 7.60	219.75165826	 64.29168401	  29.46	 0.626	F8

HIP 71774               	 71774	14 40 55.86	-26 25 43.4	 7.45	220.23274091	-26.42872263	  14.99	 0.591	G0V

HIP 71803               	 71803	14 41 16.17	-04 56 40.2	 8.19	220.31736084	 -4.94450151	  18.46	 0.682	G0

HIP 71898               	 71898	14 42 22.01	+66 03 21.2	10.88	220.59172751	 66.05588609	 101.34	 1.615	M3

HIP 72043               	 72043	14 44 11.74	+18 27 44.9	 7.52	221.04890709	 18.46246786	  23.87	 0.636	G5V

HIP 72146               	 72146	14 45 24.32	+13 50 48.7	 7.87	221.35134201	 13.84686352	  51.20	 0.931	K0

HIP 72190               	 72190	14 45 56.84	+10 03 07.5	 7.52	221.48684227	 10.05207074	  17.87	 0.612	G2IV

HIP 7221                	  7221	01 33 01.95	+53 02 01.4	 8.41	 23.25814289	 53.03372375	  19.58	 0.710	G5

HIP 72312               	 72312	14 47 16.27	+02 42 12.3	 7.76	221.81778800	  2.70341682	  50.84	 0.893	G8V

HIP 72339               	 72339	14 47 32.80	-00 16 52.1	 8.04	221.88667704	 -0.28113382	  33.60	 0.781	K0III

HIP 7235                	  7235	01 33 15.63	-24 10 39.3	 6.97	 23.31514505	-24.17757411	  51.27	 0.766	K0V

HIP 7244                	  7244	01 33 19.03	+23 58 31.8	 7.63	 23.32927984	 23.97550045	  30.13	 0.666	G0

HIP 72577               	 72577	14 50 21.32	+06 48 54.3	 9.08	222.58883198	  6.81509159	  32.53	 0.957	K2V

HIP 72688               	 72688	14 51 41.07	-24 18 11.1	 7.81	222.92112320	-24.30308356	  58.96	 1.036	K3V

HIP 7276                	  7276	01 33 42.73	-07 01 30.5	 5.75	 23.42805448	 -7.02514279	  33.71	 0.639	G2IV

HIP 72772               	 72772	14 52 33.33	-30 34 37.8	 6.30	223.13886782	-30.57715291	  24.99	 0.605	G0/G1V

HIP 72830               	 72830	14 53 11.98	+28 30 29.0	 7.96	223.29991803	 28.50806068	  13.97	 0.896	K0V

HIP 72944               	 72944	14 54 29.07	+16 06 04.9	10.11	223.62112279	 16.10135877	 101.91	 1.500	M2Ve

HIP 73005               	 73005	14 55 12.00	+53 40 45.1	 7.77	223.79999963	 53.67918367	  41.83	 0.785	K1V


HIP 73269               	 73269	14 58 30.59	-28 42 33.5	 7.66	224.62745965	-28.70930607	  20.41	 0.554	G0V

HIP 73321               	 73321	14 58 58.22	+17 19 37.7	 7.82	224.74258052	 17.32714518	  15.88	 0.651	G5

HIP 7339                	  7339	01 34 33.88	+68 56 52.3	 6.52	 23.64116285	 68.94785738	  47.65	 0.686	G6V

HIP 7372                	  7372	01 35 00.96	-29 54 38.0	 7.11	 23.75398479	-29.91056753	  42.29	 0.909	K3V

HIP 73754               	 73754	15 04 33.05	-28 18 00.2	 7.18	226.13772237	-28.30004743	  29.47	 0.573	G0/G1V

HIP 73869               	 73869	15 05 50.07	+64 02 49.0	 8.40	226.45861033	 64.04693708	  22.59	 0.677	G5



HIP 74432               	 74432	15 12 43.85	+19 17 07.2	 6.69	228.18270388	 19.28532629	  35.14	 0.680	G5V

HIP 74500               	 74500	15 13 28.93	-25 18 33.0	 6.47	228.37052116	-25.30916439	  38.98	 0.691	G5V

HIP 74702               	 74702	15 15 59.06	+00 47 48.1	 6.92	228.99609545	  0.79669425	  64.19	 0.830	K0


HIP 75101               	 75101	15 20 47.17	-02 24 46.5	 6.34	230.19655500	 -2.41291700	  27.08	 1.062	K0V

HIP 75253               	 75253	15 22 36.73	-10 39 38.3	 7.97	230.65303771	-10.66063131	  45.83	 0.970	K2V

HIP 75266               	 75266	15 22 42.76	+01 25 10.2	 8.28	230.67816257	  1.41951111	  39.35	 0.992	K3V

HIP 75281               	 75281	15 22 52.23	+13 21 59.4	 7.91	230.71762705	 13.36649402	  21.53	 0.656	G0

HIP 7539                	  7539	01 37 08.44	-29 23 35.1	 8.14	 24.28515039	-29.39309256	  29.72	 0.830	K1V

HIP 75676               	 75676	15 27 40.39	+42 52 55.1	 7.48	231.91830685	 42.88198399	  31.10	 0.676	G5

HIP 75722               	 75722	15 28 12.16	-09 21 25.2	 7.57	232.05067543	 -9.35699504	  48.06	 0.868	K2V

HIP 75829               	 75829	15 29 24.36	+80 27 00.0	 7.30	232.35148709	 80.45001055	  46.05	 0.803	G5

HIP 7585                	  7585	01 37 40.81	+12 04 42.1	 6.77	 24.42002999	 12.07836601	  38.86	 0.648	G5V

HIP 76200               	 76200	15 33 53.69	-31 01 08.3	 7.96	233.47369832	-31.01896187	  30.19	 0.717	G8V

HIP 76228               	 76228	15 34 16.97	-02 43 25.4	 8.74	233.57072680	 -2.72371726	  15.02	 0.745	K0

HIP 76315               	 76315	15 35 19.84	+60 05 14.6	 8.39	233.83267788	 60.08738787	  52.43	 1.063	K5

HIP 76375               	 76375	15 35 56.91	+39 49 51.6	 7.65	233.98711299	 39.83099529	  44.93	 0.946	K3V

HIP 76382               	 76382	15 36 02.59	+39 48 08.7	 6.78	234.01078571	 39.80240648	  45.85	 0.906	K2V

HIP 76543               	 76543	15 37 59.13	+10 14 26.7	 7.07	234.49638264	 10.24074306	  21.13	 0.531	F8V

HIP 77052               	 77052	15 44 01.85	+02 30 55.9	 5.86	236.00769128	  2.51552506	  68.16	 0.684	G5V

HIP 77257               	 77257	15 46 26.75	+07 21 11.7	 4.42	236.61144121	  7.35323973	  85.08	 0.604	G0Vvar

HIP 77301               	 77301	15 46 53.91	+46 59 10.5	 7.21	236.72460781	 46.98624664	  27.52	 0.770	K0

HIP 77740               	 77740	15 52 17.49	-18 26 10.0	 7.25	238.07286532	-18.43612342	  29.89	 0.628	G2/G3V

HIP 77760               	 77760	15 52 40.19	+42 27 00.0	 4.60	238.16747684	 42.44998796	  63.08	 0.563	F9V

HIP 77801               	 77801	15 53 12.19	+13 11 52.8	 6.07	238.30078139	 13.19799059	  57.27	 0.598	G0IV

HIP 77810               	 77810	15 53 20.02	+04 15 11.4	 8.08	238.33342021	  4.25317413	  24.68	 0.627	G5

HIP 78241               	 78241	15 58 32.54	+27 44 21.4	 8.02	239.63557861	 27.73927537	  38.34	 0.757	K0V

HIP 78459               	 78459	16 01 02.80	+33 18 19.4	 5.39	240.26166247	 33.30538815	  57.38	 0.612	G2V

HIP 78709               	 78709	16 04 04.03	+25 15 11.3	 7.10	241.01678536	 25.25315003	  46.56	 0.771	G8V

HIP 78775               	 78775	16 04 57.22	+39 09 23.0	 6.66	241.23842890	 39.15638126	  69.61	 0.734	G8V

HIP 78842               	 78842	16 05 39.42	-32 51 42.6	 7.84	241.41424717	-32.86182017	  23.85	 0.818	K0V

HIP 78843               	 78843	16 05 40.29	-20 26 57.1	 7.39	241.41786099	-20.44918647	  53.93	 1.043	K3/K4V

HIP 78955               	 78955	16 07 03.53	-14 04 16.8	 6.32	241.76469512	-14.07132020	  34.60	 0.660	G5V

HIP 7902                	  7902	01 41 36.70	+66 54 38.1	 7.70	 25.40291709	 66.91058850	  27.28	 0.691	G5V

HIP 79214               	 79214	16 10 00.54	-35 38 32.6	 7.16	242.50225991	-35.64237519	  13.71	 0.596	G1/G2V

HIP 79248               	 79248	16 10 24.21	+43 49 06.1	 6.61	242.60086331	 43.81836990	  55.11	 0.877	K0V

HIP 79492               	 79492	16 13 18.34	+13 31 40.5	 6.68	243.32642684	 13.52792867	  41.05	 0.764	G8V

HIP 795                 	   795	00 09 51.62	+08 27 11.5	 8.64	  2.46506329	  8.45319673	  14.21	 0.716	G5

HIP 79524               	 79524	16 13 40.42	-21 23 59.9	 6.68	243.41841694	-21.39998062	  25.58	 0.617	G3V

HIP 79619               	 79619	16 14 50.25	+70 55 49.3	 7.83	243.70938466	 70.93035842	  24.58	 0.722	G5

